Tweet,Target,Stance
@liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:) #SemST,Donald Trump,1
@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun. #SemST,Donald Trump,2
Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA #SemST,Donald Trump,2
#Obama intervenes on behalf of #Greece = Hello #drachma  Socialism = equality of misery  #tcot #pjnet #SemST,Donald Trump,2
@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE! #SemST,Donald Trump,1
"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST",Donald Trump,1
"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident #SemST",Donald Trump,1
"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot #SemST",Donald Trump,1
@dramamiine well you have the right to your opinion and I have the right to not listen to it. Have a great day! #SemST,Donald Trump,2
No wonder they don't listen to us.  It must get awfully loud inside the echo chamber.  @ESPN @NBC @Macys @NASCAR #SemST,Donald Trump,2
@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks #SemST,Donald Trump,0
"Are people deaf to the word illegal? I'm all  for LEGAL Immigration. Need a new label  ""Illegal Crossings"". Take note  #SemST",Donald Trump,2
"I'm developing my own version of Arya's kill list, but for asshole celebrities #BillCosby #PaulaDeen #JaredFromSubway #GOT #SemST",Donald Trump,2
"UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ... #SemST",Donald Trump,2
@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country! #SemST,Donald Trump,2
@realDonaldTrump Making America a Nationalism society #SemST,Donald Trump,1
@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH #SemST,Donald Trump,1
Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople  #SemST,Donald Trump,2
Can #nikkireed & #iansomerhalder stop fucking in public for 1 day. doing nothing for his image #attentionwhore he's worse than #SemST,Donald Trump,2
I get SO HEATED seeing treasonous libtards defending Ed Snowden. He is a TRAITOR and should be hung. #tcot #tlot #ccot #SemST,Donald Trump,2
On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it. #SemST,Donald Trump,2
@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight #SemST,Donald Trump,1
Liberals are winning the battle of the mind by indoctrinating low IQ & youth of #America through #MSM & social media #SemST,Donald Trump,2
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST",Donald Trump,1
@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc #SemST,Donald Trump,1
#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs! #SemST,Donald Trump,1
AngryNIdaho: ScottGrafRadio THAT'S WHAT THEY WANT YOU TO BELIEVE! #lamestream #chemtrails #TYRANNY #staywoke #JadeHelm #SemST,Donald Trump,2
Greece.... Bernie Sanders school of economics #greta #SemST,Donald Trump,2
Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America #SemST,Donald Trump,0
@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN! #SemST,Donald Trump,1
"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.  #SemST",Donald Trump,1
"@GOP If you can not debate Trump, you should not be running for president. #backurbase. #SemST",Donald Trump,1
@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown #SemST,Donald Trump,0
bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!  #SemST,Donald Trump,2
"#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom #SemST",Donald Trump,2
@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America #SemST,Donald Trump,0
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought! #SemST,Donald Trump,1
@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot #SemST,Donald Trump,2
@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST,Donald Trump,1
"@mailandguardian There goes the Latino vote, Donald Dumb!! #SemST",Donald Trump,0
Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade #SemST,Donald Trump,2
THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!  #SemST,Donald Trump,1
"@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot #SemST",Donald Trump,2
"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump #SemST",Donald Trump,1
The line between innovation and effrontery becomes evident through consequence. #CultureShift #awaken #rise #AriseChurch #SemST,Donald Trump,2
@exjon @bjcowan1970 AMERICAN companies won't make them anymore #SemST,Donald Trump,2
"We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail #SemST",Donald Trump,0
@realDonaldTrump is the most repulsive narcissist on the planet. #SemST,Donald Trump,0
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST,Donald Trump,1
@RNRLouisiana @willie_mays24 @RNROklahoma  THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT #SemST,Donald Trump,2
Donald Trump is the man of all men #SemST,Donald Trump,1
@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ! #SemST,Donald Trump,2
@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC. #SemST,Donald Trump,0
The Left > It's only a Law if we like it - It can be ignored if we don't like it.  #SemST,Donald Trump,2
The .@nyse doesn't just halt all trades ... What's up #grexit #ChinaMeltdown #tcot #nationaldebt #SemST,Donald Trump,2
The gift that keeps on giving. #makeitstop #SemST,Donald Trump,0
@realDonaldTrump You have the heart of a lion! Let's make America great again! #SemST,Donald Trump,1
"Yo DEMOCRATS, #NYSE Halted-Down. Just another ""CRISIS"". What ya gonna do to NOT LET IT GO TO WASTE???????????????  #SemST",Donald Trump,2
@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain #SemST,Donald Trump,1
"@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot #SemST",Donald Trump,2
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #SemST,Donald Trump,1
@FoxBusiness I would have to say that #NYSE would never admit a hack. #SemST,Donald Trump,2
RT veriphile: Follow #Patriot -->  TheresaMurrano.  Thanks for following!!  #Truth #Liberty #Justice #2A #ProLife #IStandWit... #SemST,Donald Trump,2
@NBCNews political correctness is killing the country! The Don is telling the truth! #SemST,Donald Trump,1
I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance #SemST,Donald Trump,2
#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont #SemST,Donald Trump,2
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear #SemST,Donald Trump,1
"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident #SemST",Donald Trump,1
@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams? #SemST,Donald Trump,2
"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST",Donald Trump,1
"Wow Quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc #SemST",Donald Trump,2
#Trump is ruining a party quicker than the police! #gop #SemST,Donald Trump,0
@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl #SemST,Donald Trump,2
"@msnbc @chefjoseandres good riddance to bad rubbish, #SemST",Donald Trump,2
@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising #SemST,Donald Trump,2
@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it! #SemST,Donald Trump,2
"@veriphile; Just Curious, Do You Follow @Montel_Williams? #SemST",Donald Trump,2
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination. #SemST,Donald Trump,0
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH! #SemST,Donald Trump,1
@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN #SemST,Donald Trump,1
he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016 #SemST,Donald Trump,0
Get over to #CNN #AC360 @realDonaldTrump going live in minutes.  #SemST,Donald Trump,2
@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot #SemST,Donald Trump,2
"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say. #SemST",Donald Trump,2
Blessed is the nation whose God is Lord. Psalm 33:12 #SemST,Donald Trump,2
@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST,Donald Trump,1
Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously. #SemST,Donald Trump,0
@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS? #SemST,Donald Trump,1
Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN #SemST,Donald Trump,0
@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump #SemST,Donald Trump,2
@RNRWestVirginia @RedNationRising Please go away Pataki. #SemST,Donald Trump,2
"If you live in a Trump building, congratulations on that decision #SemST",Donald Trump,1
"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.  #SemST",Donald Trump,0
I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident #SemST,Donald Trump,0
Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST,Donald Trump,1
"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC #SemST",Donald Trump,2
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it! #SemST,Donald Trump,1
After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again. #SemST,Donald Trump,1
@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump. #SemST,Donald Trump,1
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST",Donald Trump,0
@realDonaldTrump is the ONLY candidate with BALLS!!!!! #SemST,Donald Trump,1
Hey montel: shut the fuck up! How does that grab you? #SemST,Donald Trump,2
"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST",Donald Trump,1
Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble #SemST,Donald Trump,0
@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life. #SemST,Donald Trump,0
@EWDolan #DoubleBlindJepordy What is you keep my wife out of the GOP Primary and I'll keep your wives out of it too!  #Bam! #SemST,Donald Trump,2
No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump #SemST,Donald Trump,1
People: Donald Trump is a man who can lead this country into the future. #SemST,Donald Trump,1
What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot #SemST,Donald Trump,2
"@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business. #SemST",Donald Trump,1
@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only #SemST,Donald Trump,1
"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST",Donald Trump,1
"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!    #SemST",Donald Trump,2
@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain #SemST,Donald Trump,1
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up #SemST",Donald Trump,1
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain #SemST",Donald Trump,1
@Reince & GOP You built that  -----> #SemST,Donald Trump,2
"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST",Donald Trump,1
"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us. #SemST",Donald Trump,0
Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin #SemST,Donald Trump,0
@NBCNews @realDonaldTrump or the white house!! #trumpforpresident #SemST,Donald Trump,1
@protectedspeech It's pretty obvious who the real racists are.  #SemST,Donald Trump,0
"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST",Donald Trump,0
I hate it when percent try to out-bitter each other. #UniteBlue #SemST,Donald Trump,0
.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS! #SemST,Donald Trump,0
Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST,Donald Trump,0
I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there #SemST,Donald Trump,0
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,Donald Trump,1
Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain #SemST,Donald Trump,1
"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain! #SemST",Donald Trump,0
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office #SemST,Donald Trump,1
Oh my if Hillary Clinton wins the U.S is going to fall apart #SemST,Donald Trump,2
In Oregon 15 yr olds arent allowed to drive but they can have a sex-change operation withOUT parental consent. When will we #SemST,Donald Trump,2
So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic #SemST,Donald Trump,2
"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so. #SemST",Donald Trump,2
"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote #SemST",Donald Trump,1
The Sheriff of #SFO is a total idiot.  #FollowTheLaw #SanctuaryCity #SemST,Donald Trump,2
@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!! #SemST,Donald Trump,1
@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul. #SemST,Donald Trump,0
Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016 #SemST,Donald Trump,1
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST",Donald Trump,1
Confederate flag removed.  Now what will the racists complain about? #tcot #SemST,Donald Trump,2
@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain #SemST,Donald Trump,1
"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb! #SemST",Donald Trump,1
@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman #SemST,Donald Trump,2
"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!  #SemST",Donald Trump,1
@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath #SemST,Donald Trump,1
And America wants to protest a silly flag but lets pro athletes get away with shit like that #SemST,Donald Trump,2
@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury? #SemST,Donald Trump,2
Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST,Donald Trump,2
@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along  #SemST,Donald Trump,1
I'll believe it when I see it. #BringBackOurUranium #SemST,Donald Trump,2
Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot #SemST,Donald Trump,2
Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot #SemST,Donald Trump,2
"In addition to sanctuary cities, I'm done with Walmart too. #SemST",Donald Trump,2
. @realDonaldTrump American was great until you embarrassed us all to death #SemST,Donald Trump,0
@ericbolling @FoxNews I'll be there!! Who's on the panel? #SemST,Donald Trump,2
@soxsher @Lrihendry @realDonaldTrump  Please make it right again! #SemST,Donald Trump,1
"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189 #SemST",Donald Trump,2
@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America. #SemST,Donald Trump,0
@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse. #SemST,Donald Trump,0
@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough. #SemST,Donald Trump,2
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's? #SemST,Donald Trump,0
Jeb - Just how much 'TRUTH' does that $118 million you've raised buy?   America isn't 'BUYING' your #Elite #Establishment crap - #SemST,Donald Trump,2
"@KarenMonsour12 Thanks Karen, love this idea! #SemST",Donald Trump,2
Guys I'm not feeling well so no #Hannity tweeting for me tonight. Not sure if I'll do #CashinIn in the morning either. Sorry. #SemST,Donald Trump,2
@seanhannity Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell #SemST,Donald Trump,2
@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him. #SemST,Donald Trump,1
@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need! #SemST,Donald Trump,2
@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary #SemST,Donald Trump,2
@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you #SemST,Donald Trump,1
Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality. #SemST,Donald Trump,2
Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right #SemST,Donald Trump,1
That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy #SemST,Donald Trump,0
RT veriphile: FF #Patriot --> Phil1863.  Thanks for following back!!  #Truth #Liberty #Justice #ProLife #ProIsrael #2A #Rise... #SemST,Donald Trump,2
"@gerfingerpoken2 @BeagleGuy13  I think it was the ""Black lives don't matter to Black lives Flag #SemST",Donald Trump,2
@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist #SemST,Donald Trump,0
Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform. #SemST,Donald Trump,0
"They blew up the trade centers to cover their destructive trails, and paved the way for more death, war, and mind control. #SemST",Donald Trump,2
@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician! #SemST,Donald Trump,1
@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,Donald Trump,1
@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,Donald Trump,1
Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy #SemST,Donald Trump,0
"@RMConservative @DagnyRed ,P.C. is out of control,stop being offended ,we are a country of free thinkers,#1A #SemST",Donald Trump,2
"@ThePimpern_X @Sharon_Gray @CalebHowe Totally agree...time to get out of the Twitter Peanut Butter and open""arms #SemST",Donald Trump,2
"@ThePimpernelX @Cameron_Gray @CalebHowe Totally real...time we get out of the Twitter Peanut Gallery and take ""arms #SemST",Donald Trump,2
@JeffYoung @ThePatriot143 I fully support full repeal. I will work for candidates who I believe will make it happen! #SemST,Donald Trump,2
@JeffYoung @ThePatriot143 I fully support full repeal. I will work for candidates who I believe will make it happen! #SemST,Donald Trump,2
"@ABC Stupid is as Stupid does! Showedhis true colors; seems like he ignores that US was invaded, not plundered, not discovered #SemST",Donald Trump,0
"@ABC Stupid is as stupid does! Showedhis true colors,seems that he ignores that US was goaded, & plundered,not discovered #SemST",Donald Trump,0
Unlike the GOP we now have one political party. The Socialist party. No more BS. We don't need you anymore. #SemST,Donald Trump,2
WhiteHouseGOP we now have a new party. The Socialist party. No more BS. We don't believe you anymore. #SemST,Donald Trump,2
Donald Trump isn't afraid to roast everyone. #SemST,Donald Trump,1
Donald Trump isn't afraid to roast everyone. #SemST,Donald Trump,1
Donald Trump for president? I can dig it. #SemST,Donald Trump,1
Donald Trump for president? I can dig it. #SemST,Donald Trump,1
nothing about obamacare changed - what changed is the total exposure of anti-constitutional terrorism at the supremecourt #SemST,Donald Trump,2
nothing about obamacare changed today what matters is the total exposure of anti-constitutional terrorism at the supremecourt #SemST,Donald Trump,2
"I have one friend, he said he has more accountants than he has nurses. #SemST",Donald Trump,2
"I have one friend, he said he has more accountants than he has nurses. #SemST",Donald Trump,2
After that SCOTUS has passed more legislation than congress. #tcot #SemST,Donald Trump,2
Until today SCOTUS has passed more legislation than congress. #tcot #SemST,Donald Trump,2
@USAlivestrong @scottscameron @mljmljm55 @glorygirl1 @laurhdropann @autumkat @texassentegal 100% Support #Trump2016 #SemST,Donald Trump,1
@USAlivestra@scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasfluregal 1002 Support #Trump.. #SemST,Donald Trump,1
@WhipHoyer @CorlessJones #ACA is far from affordable you bunch of GRUBER idiots! #SemST,Donald Trump,2
@WhipDwyer @CorlessJones haha ACA is far from affordable you bunch of GRUMBER idiots! #SemST,Donald Trump,2
"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running! #Election2016 #SemST",Donald Trump,1
"Considering the fact that Bush was a president of this country, I can see it a miracle that Trump is not! #Election2016 #SemST",Donald Trump,1
"Honestly I'm gonna watch #Univision so much more tonight, just to support the fight against #SemST",Donald Trump,2
"I am gonna watch #Univision so much more now, just to support the network against #SemST",Donald Trump,2
"@CarmineZozzora Or a useless court who now re-writes laws from the bench. They have done calisthenics to save child care, TWICE! #SemST",Donald Trump,2
"@CarmineZozzora Or a supreme court that now re-writes laws from the bench. They have done calisthenics to save o-care, TWENTY S! #SemST",Donald Trump,2
BretBaier ShannonBream remind Obama that the white Amendment is here to stay as well! #TCOT #MORELLABE #2A #SemST,Donald Trump,2
BretBaier ShannonBBush remind Obama that the 2nd Amendment is here to stay as well! #TCOT #SOLONLABOR #2A #SemST,Donald Trump,2
@realDonaldTrump I like Mexicans who come to US legally. #IStandWithTrump #SemST,Donald Trump,1
@realDonaldTrump I like Mexicans who come to US legally. #IStandWithTrump #SemST,Donald Trump,1
We need Obama out and @realDonaldTrump in the White House ASAP #SemST,Donald Trump,1
We need Obama back and @realDonaldTrump in the White House ASAP #SemST,Donald Trump,1
RT @Tone_Rowdy: How can this country move on from its racist past when our own leaders can't... #OurLivesMatter #SemST,Donald Trump,2
RT @Tone_Rowdy: How can this country move on from its racist past when it's leaders won't... #OurLivesMatter #SemST,Donald Trump,2
"Dear @realDonaldTrump, You are an idiot. #america #politics #sticktoyourhair #SemST",Donald Trump,0
Dear @realDonaldTrump: you are an idiot. #america #politics #sticktoyourhair #SemST,Donald Trump,0
@alexisgoldstein @alexfrancois #BusinessNews @BBCWorldBiz @bbcworldnews midnight gmt #Grexit #Obamacare #ironmaiden #SemST,Donald Trump,2
@alexisgoldstein @alexfranxx #BusinessMatters @BBCWorldBiz @bbcworldservice midnight gmt #grexit #Obamacare #ironmaiden #SemST,Donald Trump,2
Donald Trump inhaled so much hairspray & started to believe he is the title holder for the United States. #SemST,Donald Trump,0
Donald Trump inhaled so much air time & started to believe he is the title holder for the United States. #SemST,Donald Trump,0
The Leftist Liberals are starting an industrial war within America. #SemST,Donald Trump,2
The Leftist Liberals are starting an internal war in America. #SemST,Donald Trump,2
.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's a #SemST,Donald Trump,0
.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired #SemST,Donald Trump,0
"For those that are not aware, there is a difference between corporate and personal bankruptcy. Look of my 11 bankruptcy. #SemST",Donald Trump,2
"For those that are not aware, there is a line between corporate and financial bankruptcy. Look at Chapter 11 bankruptcy. #SemST",Donald Trump,2
@peddoc63 @realDonaldTrump So I guess Univision is Fair & Balanced. These are the people who R helping shape USS! #SemST,Donald Trump,0
@peddoc63 @realDonaldTrump So I guess Univision is Fair & Balancing. These are the people that R helping shape USA! #SemST,Donald Trump,0
"#presidentialelection2016 Make sure to help your country now, so that later you don't regret it, again. Vote @realDonaldTrump #SemST",Donald Trump,1
"#presidentialelection2016 Make plans to help your future now, so that later you won't regret it, again. - @realDonaldTrump #SemST",Donald Trump,1
@Rebeksy well thatis just crazy! Why work? #howdidwegethere #shameful #SemST,Donald Trump,2
@Rebeksy well that's just wrong! Why work? #howdidyougethere #shameful #SemST,Donald Trump,2
"@realDonaldTrump you know that middle class is Latino's, right? You just killed all of that working class you do and need. #SemST",Donald Trump,0
"@realDonaldTrump you realize that middle class is Latino's, right? You just shitted all over the working class you claim to need. #SemST",Donald Trump,0
I am not sure who is on the other people but I will assume they must be bad cause I am rich. #SemST,Donald Trump,2
I am not sure who is coming from other countries but I will assume they must be bad cause I am rich. #SemST,Donald Trump,2
"@BlissTabitha No, stand up for America, fiscal responsibility, strong defense, less transfer of wealth, less government. #SemST",Donald Trump,2
"@BlissTabitha No, stand up for America, fiscal responsibility, less defense, less transfer of wealth, less government. #SemST",Donald Trump,2
@@AhmedtheBanker: Let's not forget @realDonaldTrump lost money running a casino. #SemST,Donald Trump,0
RT @AhmedtheBanker: Let's not forget @realDonaldTrump lost money at a casino. #SemST,Donald Trump,0
The left gathered the public like sheep over the rebel flag debate the government passed the fast track authority google it #SemST,Donald Trump,2
The media gathered the public like sheep over the rebel flag debate the government passed the fast track authority google it #SemST,Donald Trump,2
"@realDonaldTrump does not apply to immigrants one of the trade basis, WIN WIN WIN. Ignorance can not be excuse #SemST",Donald Trump,0
"@realDonaldTrump does not apply to immigrants one of the trade basis, WIN TO WIN. This can not be excuse #SemST",Donald Trump,0
"Beheading attack at church in France is terrorism,but beheading and attack at company in OK is commonplace violence. #tcot #SemST",Donald Trump,2
"Beheading and at company in France is terrorism,but beheading and attack at company in OK is work place violence. #tcot #SemST",Donald Trump,2
"Hosea 4:8 They eat up the sin of my people, and they set their heart on their iniquity. #pastors #Christians #repent #SemST",Donald Trump,2
